original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,label,class_name,view,image_name
46488.70703125,58790.7109375,184980933945098.5,9.52242946657901,6712.5966796875,2.4785009033710153,65057.21875,3753.058253428473,52928.08622968197,53188.45703125,39651.68359375,25405.53515625,2716.3714940462755,53128.006283433075,-0.25127398702011894,184980933945098.5,0.0015176357701420784,21202739.71585467,316599.4716758578,45179243388.95729,-12592574.79241683,135103.43846499754,569.4004289215686,0.9916062723598378,18.94402573529412,5.638565335667545,210.5243178620828,0.11340226402955339,0.05196994286993813,0.9994504271957365,0.9819031149362922,-0.36939784509745005,0.9995595872897025,0.05454721369555025,531.9454503676468,2.5715723444708772e-05,15.526723449480327,0.992063113906366,0.00012254901960784314,1063.890900735294,10.507438869773772,33918.209723479755,97.85198981809151,0.0015187804963384167,33864.86057799174,316499.00361644005,1.0523685354193828,333200.9891817222,2.5946877744140427e-05,2.5489082153718937e-05,9.633551566585963,62297.58822251195,0.9669334485396404,0.98309326171875,0.01767779814854831,0.9873390106440955,312449.4977364914,2.537713475147527e-05,97.85198981809151,0.0015187804963384167,33864.86057799174,316499.00361644005,1.0523685354193828,333200.9891817222,2.5946877744140427e-05,2.5489082153718937e-05,62297.58822251195,0.9669334485396404,0.9873390106440955,312449.4977364914,2.537713475147527e-05,9.633551566585963,0.98309326171875,0.01767779814854831,9.712301315112631,61298.84652709961,0.9353461689315736,0.03343306481838226,99.45977783203125,33924.331220609834,316546.924697876,1.102203369140625,349163.1948699951,2.6102372932059544e-05,2.5206687977505452e-05,0.9748730129665799,308516.7175776164,2.4985225942101243e-05,0.0023014997225847514,0.0009087388511934376,4005738.578519241,0.8035054975360844,302.2105066629429,0,Benign,CC,Mass-Training_P_00004_LEFT_CC_1_1-2.dcm
35826.01953125,60003.388671875,173063611646139.5,10.10695758127926,14612.7978515625,2.0660247470546533,65383.23046875,7664.251979827892,50607.76514619589,53631.736328125,28644.302734375,36738.927734375,6004.879325194065,51388.14206120767,-0.6292940985603958,173063611646139.5,0.0010664393194019794,79595251.41034167,902086.2190104165,532901931385.9612,-228990775.1636989,508053.5666264093,905.9794730392158,0.9964398762927922,23.864705882352943,5.969282594781538,336.45528618800455,0.09590311720847422,0.041387070756240076,0.9995818638275926,0.9841818184128974,-0.4150183198362729,0.9998861229190416,0.04382217924115912,880.5108302696075,1.8190752767865732e-05,16.015820624411038,0.9977194130597314,0.00010723039215686274,1761.0216605392159,11.08037704841158,127239.88652486213,68.96103594897565,0.0010662703664317842,127341.60886563137,901034.5591959798,1.040371086200232,938603.1367298028,2.0377355367416325e-05,2.0215541031012514e-05,10.193736607778613,63002.82441437959,0.9741449464921468,0.9868621826171875,0.013568422888131598,0.9901477472834257,891875.0379109221,2.017580959832e-05,68.96103594897565,0.0010662703664317842,127341.60886563137,901034.5591959798,1.040371086200232,938603.1367298028,2.0377355367416325e-05,2.0215541031012514e-05,63002.82441437959,0.9741449464921468,0.9901477472834257,891875.0379109221,2.017580959832e-05,10.193736607778613,0.9868621826171875,0.013568422888131598,10.253507179000126,62208.30407714844,0.9492233898490667,0.02601247187703848,69.89016723632812,127351.89587539062,901417.5276794434,1.079254150390625,975154.3240356445,2.0320848932727896e-05,2.0002754829370662e-05,0.980423821343316,883212.8955290052,1.9923943967446458e-05,0.0009042342511562389,0.0008471625593342452,13730473.059269156,2.2652185557832856,754.3229435036949,0,Benign,CC,Mass-Training_P_00018_RIGHT_CC_1_1-2.dcm
43790.63671875,55643.3125,158855051892466.97,9.61445395854944,5658.0498046875,5.78707628839032,65097.91796875,3839.5925368780754,48946.06903871894,48635.994140625,22009.0546875,43088.86328125,2406.4891733678814,49233.481781605136,-0.6922340075989947,158855051892466.97,0.0016586403362452984,28218053.996604078,1208068.2306219358,184606218749.95868,-51852980.29948058,178307.4192495637,1555.9749080882357,0.9826982592497459,31.325520833333332,6.3557968460671646,574.6866526086346,0.07836971104556968,0.03174202310648592,0.9994773473347661,0.9823346453150534,-0.34538055527162104,0.9993467342167918,0.034073199615134026,1078.83287377451,1.9892509604178682e-05,15.906861412932068,0.9949464735834538,0.00010723039215686274,2157.6657475490197,10.580065165318775,44965.84853941301,107.61581842555356,0.0016582045705720203,45189.571189579045,1207810.6482842572,1.0296306568668239,1244091.0126350175,1.6836672706197932e-05,1.679665831819332e-05,9.682763424867977,63649.1546094701,0.9807416849176428,0.9902801513671875,0.009903814925718015,0.9926950595027144,1198861.1355824692,1.6786744382644413e-05,107.61581842555356,0.0016582045705720203,45189.571189579045,1207810.6482842572,1.0296306568668239,1244091.0126350175,1.6836672706197932e-05,1.679665831819332e-05,63649.1546094701,0.9807416849176428,0.9926950595027144,1198861.1355824692,1.6786744382644413e-05,9.682763424867977,0.9902801513671875,0.009903814925718015,9.730227667477635,63048.83581542969,0.9620488863438368,0.019244900904595852,108.70065307617188,45148.91268421686,1207975.1760101318,1.058502197265625,1279615.6939239502,1.6725643639064636e-05,1.664655255256619e-05,0.9854761759440104,1190184.4529139202,1.662686857089809e-05,0.0010520941462773606,0.00043669280509922543,24814966.595495164,0.7813210255125609,661.0097163176703,0,Benign,CC,Mass-Training_P_00021_LEFT_CC_1_1-2.dcm
45944.501953125,59549.94921875,182233219430042.8,9.55410399129251,8940.9189453125,1.8652641379859787,65295.09375,4411.106918504034,52485.696384847164,52090.5078125,40914.70703125,24380.38671875,3520.4565209417788,52731.94719961799,0.14111594420166534,182233219430042.8,0.0014091692864894867,25909930.460941214,256738.74500612743,50464413252.4881,9355056.692788113,165022.3751082815,858.8297640931371,0.9896452432359187,23.137607230392156,5.931896538757642,323.48089574524187,0.09969567827841927,0.044072728716751816,0.9991010325940507,0.9771530161512368,-0.35223094323848697,0.999402983339025,0.04488399279623921,464.4328354779412,2.1627940200283545e-05,15.743459316754658,0.9915416974323357,9.191176470588235e-05,928.8656709558824,10.533756225647721,41470.30121809362,90.92266939306627,0.001408474601001739,41480.39768611787,256634.54864144747,1.0465346841404095,268729.81454286334,3.2002766782505684e-05,3.1527472271157015e-05,9.656497495364292,62669.64869721473,0.9708096895190806,0.985015869140625,0.015879136021852324,0.9888412758655113,253733.70344896434,3.141243696223835e-05,90.92266939306627,0.001408474601001739,41480.39768611787,256634.54864144747,1.0465346841404095,268729.81454286334,3.2002766782505684e-05,3.1527472271157015e-05,62669.64869721473,0.9708096895190806,0.9888412758655113,253733.70344896434,3.141243696223835e-05,9.656497495364292,0.985015869140625,0.015879136021852324,9.727641267197901,61773.10217285156,0.9425827357918024,0.029863622039556503,92.351318359375,41455.7007153295,256685.26638793945,1.0906982421875,280271.77044677734,3.213729749059849e-05,3.120876275825403e-05,0.9777662489149306,250905.04238467745,3.0980140846670344e-05,0.003577636407015116,0.0008887200479910996,4001248.0549860117,1.197379444567168,259.63990105602954,0,Benign,CC,Mass-Training_P_00021_RIGHT_CC_1_1-1.dcm
47836.755859375,58661.5859375,191952761867934.5,9.229123305887025,5036.3408203125,2.5674409600518957,65520.8203125,3137.6278229462077,53978.76006066799,54443.373046875,42433.0703125,23087.75,2233.513915998902,54119.92889229536,-0.3366621906862906,191952761867934.5,0.0019252053461968899,15260165.61993996,238368.0630667892,24179000238.420235,-10325448.431893986,97088.52241940616,284.33831188725486,0.99415980367113,13.362668504901961,5.140532232755365,105.7774023153561,0.14394391543027393,0.07137109550107146,0.9996673961632492,0.9858614619960842,-0.38248105794589865,0.9995697179491743,0.07407964258851746,462.7818244485293,4.078514160719435e-05,14.924492398128159,0.9958623757001517,0.0001685049019607843,925.5636488970588,10.212594118437995,24343.215182823344,123.07111152788197,0.0019234669843692482,24457.260160296064,238526.3384752438,1.0742060515128782,256000.8976931733,2.6103541252749153e-05,2.5470049442092298e-05,9.383080829340948,61038.97455613904,0.9539724705573117,0.976318359375,0.025105566839321733,0.9822391578797478,234330.98008356255,2.532062080158489e-05,123.07111152788197,0.0019234669843692482,24457.260160296064,238526.3384752438,1.0742060515128782,256000.8976931733,2.6103541252749153e-05,2.5470049442092298e-05,61038.97455613904,0.9539724705573117,0.9822391578797478,234330.98008356255,2.532062080158489e-05,9.383080829340948,0.976318359375,0.025105566839321733,9.48487498454418,59699.42855834961,0.9109409875236452,0.0464932918548584,126.17025756835938,24417.202895104885,238462.81274414062,1.143463134765625,272277.54959106445,2.6288055262119428e-05,2.5067703862286966e-05,0.9648971557617188,230177.8624598185,2.477116575295818e-05,0.0018245562923988278,0.0012823124074888132,1942915.0438267323,0.39736631806843975,380.7339844892012,0,Benign,CC,Mass-Training_P_00026_LEFT_CC_1_1-1.dcm
48038.66796875,59603.796875,189951425679135.8,9.484532114983296,5757.1904296875,3.489343467594255,64721.14453125,3583.4953192040048,53638.844495654106,53780.482421875,35296.61328125,29424.53125,2421.398132544135,53837.05727989857,-0.5632263179715569,189951425679135.8,0.0016465499065816402,21303097.730116032,574500.5765318628,63545534221.73156,-27974188.037316106,134900.69297477577,1024.6278339460787,0.9849236650265042,25.4258118872549,6.057726779257653,378.1559238200058,0.09133869485238244,0.03881778548754813,0.9992633194317269,0.9791236297048148,-0.34174275365879336,0.999233935572106,0.041179007839891854,735.5484757965686,2.2370874858828347e-05,15.725222260719638,0.988488022362317,9.191176470588235e-05,1471.0969515931374,10.46256358070767,33981.33020218049,106.61546780373254,0.0016471305741523382,34073.792442658305,574361.4977289581,1.0378506983067606,596231.4064856013,1.8872308436930437e-05,1.8743574610887904e-05,9.570237956919666,63157.21452848845,0.9757325195972136,0.9876708984375,0.01272886125488799,0.9907604814677489,569044.6114055054,1.871179049796509e-05,106.61546780373254,0.0016471305741523382,34073.792442658305,574361.4977289581,1.0378506983067606,596231.4064856013,1.8872308436930437e-05,1.8743574610887904e-05,63157.21452848845,0.9757325195972136,0.9907604814677489,569044.6114055054,1.871179049796509e-05,9.570237956919666,0.9876708984375,0.01272886125488799,9.631475183887769,62407.78744506836,0.9522672644816339,0.02444690465927124,107.90829467773438,34084.85289572156,574390.9867706299,1.074371337890625,617323.810043335,1.8808212092898627e-05,1.855462874171745e-05,0.9816275702582465,563806.5151680841,1.8491627323962325e-05,0.0022610581736717643,0.0005160337775824103,9382052.936264783,1.0347019089614613,276.53126967398214,0,Benign,CC,Mass-Training_P_00027_RIGHT_CC_1_1-1.dcm
1169.2486572265625,50633.560546875,75097076586246.98,10.823413770644784,34722.04931640625,1.6699640797507689,65452.22265625,16762.69598895613,28098.05001549999,29379.193359375,0.0,65452.22265625,13912.505246404295,33851.00369028887,-0.04920481268554734,75097076586246.98,0.0034716222435235977,356390036.1664113,1835251.625428923,8652893272146.564,-177092080.9827485,2275714.890617787,663.6657781862742,0.9994169108856488,19.6359987745098,5.728259368425017,278.093330313724,0.15385930871495998,0.09739889474435116,0.9999032774625416,0.9925976330824271,-0.5447005720824516,0.9999962239689566,0.051241698815113604,1125.3838541666678,0.0024276396660839585,15.754851193162995,0.9995521929704496,0.049080882352941176,2250.7677083333338,11.770341374761921,569094.639098993,33.109570720250524,0.0005400177896700568,529887.4133905902,1931189.3564555063,3.0406771920668056,2021879.7665709811,1.998163579699256,0.00777973913665728,11.232933220957191,58825.7957006785,0.95944995597401,0.935546875,1.8981438174737733,0.9837681798888149,1909320.5128799814,0.003685568152951112,33.109570720250524,0.0005400177896700568,529887.4133905902,1931189.3564555063,3.0406771920668056,2021879.7665709811,1.998163579699256,0.00777973913665728,58825.7957006785,0.95944995597401,0.9837681798888149,1909320.5128799814,0.003685568152951112,11.232933220957191,0.935546875,1.8981438174737733,11.015318155409561,55249.004974365234,0.8430329128168523,0.2025909423828125,227.5162353515625,570164.8353516906,1834548.4101867676,1.477020263671875,2002882.6424560547,0.44001683835569533,0.0562992232656288,0.9309124416775174,1793216.394308302,0.010143230227547286,0.00019665861179008281,0.0019717841052255634,30307247.08223265,2.0725367021014387,7505.562864051898,0,Benign,CC,Mass-Training_P_00044_RIGHT_CC_1_1-1.dcm
36703.69140625,61049.1875,179976034343164.0,10.249728220382702,10076.103515625,5.030450548012086,65281.484375,7795.200460481946,51332.708476021886,54434.90234375,13099.1484375,52182.3359375,4694.7829279125,52404.35424988648,-1.5615153129201642,179976034343164.0,0.001061045564711094,111169384.86334577,2523112.3449448533,2495372648047.4297,-921785218.8309349,703213.1630041229,895.3320312499993,0.9974568350259565,23.259022671568626,5.951725256471644,354.34989561345657,0.10024347429352781,0.044291418684218445,0.9997950070779015,0.9890661287747723,-0.44217115530433304,0.9999419414717083,0.046190015034486734,1532.1660768995093,1.926620113808392e-05,15.961460571645729,0.9983129434269988,9.191176470588235e-05,3064.3321537990196,11.216561361181084,176027.1237588435,68.35575270565285,0.0010583515677404561,178243.93711579096,2517863.8650502423,1.0445136018084134,2640426.097589298,1.741460306330829e-05,1.735385477855138e-05,10.345343604012493,62743.671961849905,0.9714597668547836,0.9855194091796875,0.014910988310059657,0.9891124460890822,2487946.1563365003,1.7338753964837573e-05,68.35575270565285,0.0010583515677404561,178243.93711579096,2517863.8650502423,1.0445136018084134,2640426.097589298,1.741460306330829e-05,1.735385477855138e-05,62743.671961849905,0.9714597668547836,0.9891124460890822,2487946.1563365003,1.7338753964837573e-05,10.345343604012493,0.9855194091796875,0.014910988310059657,10.406548773577603,61875.52185058594,0.9441455360502005,0.028549677692353725,69.53668212890625,177870.8692298492,2521238.7657318115,1.087310791015625,2761531.395889282,1.724205012012119e-05,1.7122465907865768e-05,0.978409661187066,2461877.9903267752,1.7092654863218118e-05,0.0002671591765843541,0.0009286974454330025,34629273.5029206,1.4255484563895195,2809.734590668569,0,Benign,CC,Mass-Training_P_00044_RIGHT_CC_2_1-2.dcm
4483.8818359375,38517.986328125,46769705057658.484,10.771831559061164,20004.283203125,2.2245432379705226,64661.3125,10841.719376111829,23465.6525439322,25652.68359375,111.85546875,64549.45703125,8457.497273382243,26714.21089963449,-0.06530395288892517,46769705057658.484,0.0006460091099143028,163012214.67759848,1134881.9767616426,2397640022564.88,-73665684.09670623,1039480.7520971656,926.8955575980393,0.99821820695054,23.77901348039216,5.982016407286573,361.45407549736734,0.09807897379442089,0.0427863074848001,0.9998611413299269,0.9909302558452269,-0.48513420366680393,0.9999855298010517,0.04496185324869773,935.5445006127449,1.4086073978457827e-05,16.315867411820815,0.9987961867367311,9.191176470588235e-05,1871.0890012254902,11.736244614720418,260101.91191369056,41.73928179103554,0.0006457890209496007,260769.35080519938,1136829.7260223106,1.0425943403524516,1180245.442034255,5.176220082189051e-05,5.105304304953949e-05,10.856497653544706,62890.643866136495,0.9730423137737145,0.9862213134765625,0.01445676379493433,0.9897135020465982,1126240.8662606992,5.088136441343333e-05,41.73928179103554,0.0006457890209496007,260769.35080519938,1136829.7260223106,1.0425943403524516,1180245.442034255,5.176220082189051e-05,5.105304304953949e-05,62890.643866136495,0.9730423137737145,0.9897135020465982,1126240.8662606992,5.088136441343333e-05,10.856497653544706,0.9862213134765625,0.01445676379493433,10.913481491584147,62060.26696777344,0.9469645228236914,0.027408315800130367,42.33685302734375,260818.0298449749,1135280.990524292,1.083282470703125,1220442.0048065186,5.1965414758238606e-05,5.057913811551822e-05,0.9795184665256076,1114251.4617970784,5.023759283781872e-05,0.00023927985148517432,0.0019012306941070204,30357039.779725038,1.1729920981609747,4752.948678174338,0,Benign,CC,Mass-Training_P_00044_RIGHT_CC_3_1-2.dcm
25636.052734375,50774.58984375,109039346328176.69,10.421899090167761,14241.033203125,2.3296063982727877,65405.8359375,7736.657507508082,39724.64829531312,41005.529296875,16718.974609375,48686.861328125,5782.809508870217,40789.80736819594,-0.39820356236270366,109039346328176.69,0.0008065016008913517,85760702.94820842,987714.7729166666,696097848059.7355,-163633299.27149272,546301.1049767181,1175.8876531862745,0.995704339473564,25.986887254901962,6.104400708682316,500.56934398728856,0.09232654576931525,0.03939191437069195,0.9996912111090237,0.9869651162934174,-0.442035151223372,0.9999500501003935,0.04037683288643231,922.7315257352934,1.501802754649654e-05,16.232857588756968,0.9965560784954686,7.659313725490196e-05,1845.463051470588,11.394386036872179,136869.2481574762,52.14577277506339,0.0008062615618631856,137192.36527809585,985913.1289040757,1.040169460077927,1026841.2109128579,2.1189501314073915e-05,2.100785649703573e-05,10.50657500810169,62994.2643020595,0.9739975308005984,0.98687744140625,0.013398548720964855,0.9901041988785123,975822.2011135849,2.0963586037769554e-05,52.14577277506339,0.0008062615618631856,137192.36527809585,985913.1289040757,1.040169460077927,1026841.2109128579,2.1189501314073915e-05,2.100785649703573e-05,62994.2643020595,0.9739975308005984,0.9901041988785123,975822.2011135849,2.0963586037769554e-05,10.50657500810169,0.98687744140625,0.013398548720964855,10.56378740902878,62201.029296875,0.9491123855113983,0.025800451636314392,52.854888916015625,137216.85490577458,986355.3420257568,1.0789794921875,1066884.7703399658,2.1146607633515837e-05,2.079114771232922e-05,0.9803907606336806,966361.8364859687,2.0703200322342012e-05,0.0005904133183903162,0.0010142310689699257,23679913.257103853,1.6167275843681013,1212.718634546606,0,Benign,CC,Mass-Training_P_00044_RIGHT_CC_4_1-2.dcm
